p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.81088618159196e-95,1.78000535976516,0.797,0.215,1.16467591737648e-90,7,Samsn1
6.77524606184306e-88,1.5963529081955,0.716,0.173,1.35796256817521e-83,7,Ms4a6b
3.20909270229928e-87,1.75732069843065,0.99,0.433,6.43198450321845e-83,7,Ptprc
3.80441178258886e-83,1.51074580134287,0.812,0.247,7.62518253584284e-79,7,Traf1
1.25767523083114e-82,1.53842271210261,0.761,0.21,2.52075846515486e-78,7,Ptpn22
1.25653280661313e-75,1.467317892725,0.909,0.35,2.51846870429469e-71,7,Rac2
8.40678291180168e-73,1.6949524358076,0.975,0.523,1.68497149901241e-68,7,Ets1
2.89333049696792e-71,1.58713979144195,0.954,0.467,5.7991023150728e-67,7,Stk17b
1.06014301877935e-68,1.44965993232129,0.944,0.414,2.12484465253946e-64,7,Cytip
5.34148010290734e-67,1.56905603780303,0.599,0.174,1.07059285702572e-62,7,Batf
3.06402390737413e-64,1.4347095833822,0.797,0.314,6.14122311754997e-60,7,D16Ertd472e
9.76637250730308e-64,1.59197637965807,0.99,0.521,1.95747404163876e-59,7,Srgn
1.01144666463838e-63,1.48509097236529,0.812,0.349,2.02724254993471e-59,7,Itpkb
4.77720777384068e-57,1.48727389947898,0.858,0.377,9.57495754110887e-53,7,Emb
5.95704146488923e-56,1.97751231823913,0.584,0.171,1.19396982080775e-51,7,Trbc1
7.26098249111235e-54,1.89772899837031,0.508,0.143,1.45531872069365e-49,7,Hopx
4.57175203414532e-53,1.84314220906704,0.584,0.183,9.16316260203747e-49,7,Ramp3
8.88059965421091e-52,1.43513807101534,0.706,0.292,1.77993858869349e-47,7,Stk4
1.68958337425255e-50,2.52050071801024,0.513,0.164,3.38643195701438e-46,7,Ikzf2
5.07085406832918e-45,1.62345697969562,0.949,0.851,1.01635128091522e-40,7,H2afz
3.59203424554856e-44,1.51433180257041,0.609,0.219,7.19951423835298e-40,7,S1pr1
1.59110251413478e-41,1.54500536984309,0.792,0.489,3.18904676908034e-37,7,Rora
1.65894802928013e-39,1.55038638008339,0.822,0.599,3.32502953508616e-35,7,Hif1a
2.68010785400064e-36,1.42019270603857,0.685,0.336,5.37174017177349e-32,7,Malt1
1.03504713528389e-31,1.62906792863134,0.756,0.511,2.07454497324951e-27,7,Odc1
5.3204994136735e-29,1.46406531919841,0.543,0.226,1.06638769748258e-24,7,S100a4
0,5.5897928133669,0.99,0.049,0,8,Acta2
0,5.37531286516147,0.99,0.078,0,8,Krt14
0,5.26121620154119,0.948,0.046,0,8,Krt17
0,4.50119794518063,0.979,0.045,0,8,Tagln
0,4.31412743556603,0.995,0.087,0,8,Tpm2
0,3.88693318241711,0.859,0.012,0,8,Ecrg4
0,3.1960807404671,0.932,0.015,0,8,Myh11
0,2.96544203796107,0.942,0.064,0,8,Mylk
0,2.96133560245475,0.958,0.008,0,8,Krt5
0,2.5873735346501,0.717,0.005,0,8,Il17b
0,2.35533842283746,0.806,0.044,0,8,Myl9
0,2.2740877436426,0.738,0.004,0,8,Cnn1
2.20639119412443e-265,4.02050339413304,0.853,0.09,4.42226987038359e-261,8,Chil1
3.2247970419396e-246,2.2578528722555,0.55,0.031,6.46346071115954e-242,8,Nrg1
2.30860271344929e-244,3.42740584930566,0.869,0.104,4.6271324185664e-240,8,Fst
7.50194142935436e-221,2.53505396924638,0.827,0.11,1.50361412068549e-216,8,Mia
8.34652945727107e-204,2.05351901622395,0.806,0.105,1.67289489912084e-199,8,Pdlim3
4.6027413535381e-188,3.70948494299329,1,0.231,9.22527449489641e-184,8,Cxcl14
2.21256354521927e-166,1.85003881645643,0.581,0.058,4.43464111368299e-162,8,Has2
4.24969406615007e-163,2.66050266497135,0.874,0.167,8.51766181678459e-159,8,Lgals7
1.75189559808167e-152,2.91998567238702,0.99,0.237,3.5113243472351e-148,8,Lcn2
9.09537712059279e-141,2.31320382468392,0.969,0.287,1.82298643628041e-136,8,Palld
4.3147395652838e-135,2.07639592563078,0.513,0.056,8.64803251069832e-131,8,Igfbp3
6.11256122724834e-135,2.00114250262027,0.791,0.169,1.22514064677738e-130,8,Dsp
1.44216980189121e-132,2.2498272385237,0.995,0.289,2.89054093393056e-128,8,Fxyd3
8.9652313031732e-131,1.85276152181743,0.78,0.17,1.79690131009501e-126,8,Serpinb5
1.27182408890587e-129,2.80396806738346,1,0.484,2.54911702139404e-125,8,Tpm1
2.00049413391132e-126,2.73050374805503,0.984,0.423,4.00959039259846e-122,8,Runx1
1.13849241944723e-125,3.29314976710534,1,0.488,2.28188035629808e-121,8,Apoe
1.27515244999425e-116,3.24535148206823,0.937,0.342,2.55578805552348e-112,8,Sfn
1.74951617556534e-116,1.77250121208894,0.707,0.14,3.50655527068561e-112,8,Slco2a1
4.33446309600346e-116,2.03177499694607,0.948,0.358,8.68756438331973e-112,8,Itga6
3.34630136318917e-114,2.10142927518186,0.942,0.357,6.70699182224005e-110,8,Rbpms
1.00403735687732e-109,2.11419953596536,0.969,0.305,2.01239207438922e-105,8,Thbs1
2.10554286662665e-108,2.30953822818055,0.911,0.287,4.22013956757979e-104,8,Igfbp5
5.2446191968943e-108,1.78345392634731,0.445,0.053,1.05117902563352e-103,8,C2cd4b
1.07888477355867e-104,1.99254151892152,0.979,0.397,2.16240875164364e-100,8,Csrp1
2.69005976384594e-99,2.32105050471527,0.984,0.685,5.39168678467641e-95,8,Pmepa1
3.56914202481619e-98,1.83531957173292,0.634,0.133,7.15363136033908e-94,8,Pdk4
4.86116018549867e-98,2.02599803475385,0.984,0.592,9.74322335979499e-94,8,Dstn
1.57980775589849e-96,1.90642482966401,0.995,0.391,3.16640868514735e-92,8,Cald1
2.39947383160769e-95,2.57776485224329,0.911,0.366,4.80926540069129e-91,8,Sox4
5.20097627736717e-94,4.07334392061524,0.639,0.141,1.0424316752727e-89,8,Slpi
3.0082350513439e-91,2.41383195307451,0.827,0.251,6.02940551340859e-87,8,Tm4sf1
1.4409764029966e-83,1.78170791324694,0.942,0.434,2.88814900452608e-79,8,Dst
3.16661010255539e-79,2.02458532720123,0.963,0.482,6.34683662855177e-75,8,Mt2
5.46459192233043e-68,2.00580453107162,0.979,0.666,1.09526815899269e-63,8,Mt1
7.33757632350833e-61,2.09372129187108,0.623,0.195,1.47067042252078e-56,8,Apoc1
4.15366628262908e-57,1.98157136644655,0.812,0.307,8.32519333027347e-53,8,Adamts1
1.84522860245103e-33,1.80882811288654,0.597,0.251,3.69839168789261e-29,8,Fabp5
0,4.30099213103457,0.941,0.074,0,9,Cd36
0,3.74796124599487,0.553,0.008,0,9,Cldn5
0,3.64001434571838,0.718,0.004,0,9,Gpihbp1
0,3.4535050774548,0.741,0.01,0,9,Flt1
0,3.26490077550588,0.806,0.007,0,9,Cdh5
0,3.21850306446459,0.565,0.008,0,9,Rbp7
0,3.18289294998915,0.847,0.049,0,9,Cavin2
0,3.05303153777147,0.765,0.027,0,9,Egfl7
0,2.88277008233284,0.712,0.009,0,9,Kdr
0,2.8607463905245,0.853,0.026,0,9,Adgrf5
0,2.82921647741837,0.724,0.004,0,9,Ptprb
0,2.70628216162625,0.729,0.015,0,9,Cd300lg
0,2.67943315240713,0.741,0.005,0,9,Adgrl4
0,2.60216993962124,0.729,0.002,0,9,Emcn
0,2.57163549651222,0.682,0.011,0,9,Apold1
0,2.50348528448745,0.806,0.007,0,9,Esam
0,2.19792754457914,0.365,0.004,0,9,Timp4
2.45348185649145e-291,2.4457297978894,0.724,0.044,4.91751368496582e-287,9,Cd93
3.34469316740039e-242,3.49242180040185,0.929,0.117,6.70376851542059e-238,9,Gng11
2.75022735454483e-230,2.37278173817385,0.765,0.073,5.5122806867142e-226,9,Eng
8.72494610223829e-228,3.35521970903367,0.859,0.104,1.74874094727162e-223,9,Cav1
6.9593303916804e-212,3.25348282710747,0.829,0.104,1.3948585904045e-207,9,Pecam1
7.22899963000972e-207,7.16489009371763,0.965,0.171,1.44890839584285e-202,9,Fabp4
2.20318516564986e-177,4.12587379346011,0.388,0.019,4.41584402751202e-173,9,Rgs5
1.50645198188319e-166,3.77948779004596,0.794,0.119,3.01938170728848e-162,9,Ly6c1
5.15300217841828e-157,2.44696322829586,0.859,0.163,1.03281622662038e-152,9,Epas1
2.76811208291754e-147,2.96155737574701,0.741,0.12,5.54812704779162e-143,9,Mgll
3.10440137441593e-145,3.07877001424923,0.482,0.041,6.22215167474186e-141,9,Aqp1
8.22220298796153e-143,2.41396406558353,0.759,0.129,1.64797614487713e-138,9,Ramp2
9.76520569222536e-139,3.42234135775089,0.529,0.056,1.95724017689273e-134,9,Plvap
1.05213445384087e-133,3.53706051931956,0.947,0.25,2.10879308583326e-129,9,Tm4sf1
7.39833378695477e-126,3.27110461944293,0.759,0.139,1.48284804091934e-121,9,Ctla2a
1.42047896967152e-125,2.48267431610791,0.876,0.198,2.84706599891264e-121,9,Timp3
7.27975051720948e-118,2.57204769262229,0.606,0.087,1.4590803961643e-113,9,Iigp1
5.08275591826896e-112,2.24061377144966,0.788,0.186,1.01873676869865e-107,9,Nrp1
2.0043291910647e-111,2.26842399469767,0.835,0.194,4.01727699765098e-107,9,Slfn5
2.06692071634193e-98,2.07462692035683,0.612,0.119,4.14272919176413e-94,9,Scarb1
1.13007585352014e-96,2.24209450399273,0.9,0.308,2.26501103321042e-92,9,Cavin1
1.22021280781478e-95,2.83914411658132,0.676,0.143,2.44567253070316e-91,9,Akap12
2.63562228763032e-95,2.12289468496695,0.771,0.207,5.28257775109745e-91,9,Tinagl1
3.76461382424781e-91,2.68139211838859,0.971,0.366,7.54541548793988e-87,9,Igfbp7
1.60202830197093e-87,2.85389643646647,0.876,0.317,3.21094532564033e-83,9,Hspb1
1.51887687604359e-77,2.15858934074973,0.635,0.162,3.04428492265416e-73,9,Slc9a3r2
1.27147454483291e-75,2.1141687732568,0.747,0.234,2.54841643020861e-71,9,Cd200
3.36950138738699e-65,3.1513941658892,0.453,0.083,6.75349163073974e-61,9,Gm13889
8.44799815036532e-63,2.72032497318817,0.771,0.279,1.69323226927772e-58,9,Cxcl12
2.56590974317004e-56,2.14261137802074,0.947,0.65,5.1428528982357e-52,9,Jun
1.23840233007129e-52,2.57540282333668,0.706,0.249,2.48212979016188e-48,9,Fabp5
5.49629984481061e-43,2.33270981738708,0.865,0.594,1.10162337789539e-38,9,Fos
6.71041441847546e-22,2.11844574853757,0.441,0.194,1.34496836189504e-17,9,Hbegf
0,4.06385889888334,0.548,0.005,0,10,Il5
0,3.77610802665176,0.71,0.012,0,10,Csf2
0,2.6403432868861,0.877,0.042,0,10,Il1rl1
0,2.19983657392914,0.69,0.009,0,10,Ccdc184
0,1.78765117511367,0.555,0.008,0,10,Stab2
0,1.65942839025573,0.452,0.006,0,10,Pcsk1
5.66814114420494e-274,2.54797534795713,0.265,0.001,1.136065529533e-269,10,Ccl1
1.75410743149293e-240,1.75337527883648,0.529,0.023,3.51575752494127e-236,10,Nrgn
1.32292641119701e-200,2.30250623979392,0.845,0.094,2.65154140596216e-196,10,Ccr2
2.08436818296579e-185,2.07923900578296,0.658,0.057,4.17769914911833e-181,10,Il2ra
4.744030946552e-177,2.7925970505136,0.923,0.136,9.50846122617417e-173,10,Ctla2a
3.71928278329055e-146,2.93413349154979,0.994,0.216,7.45455848254924e-142,10,S100a4
2.3244710501509e-132,2.04981564212125,0.697,0.089,4.65893732581745e-128,10,Cxcr6
5.30737475701856e-122,2.62967233004181,0.819,0.16,1.06375712254923e-117,10,Cd69
6.68091103481507e-116,2.7276835605712,0.897,0.249,1.33905499870798e-111,10,Gata3
1.41731664716995e-100,2.07126434168879,0.916,0.269,2.84072775592272e-96,10,Tmem64
3.70073333960176e-91,1.57431761649829,0.684,0.135,7.41737983256381e-87,10,Inpp4b
3.64684016568145e-90,1.43900653044334,0.819,0.178,7.30936174407532e-86,10,Il7r
3.46707899451194e-81,2.01442386048458,0.794,0.249,6.94906642870028e-77,10,Ramp1
4.83137767618594e-73,2.99819368706626,0.897,0.478,9.68353027637948e-69,10,Furin
1.27495374483912e-72,1.47460368199917,0.594,0.121,2.55538979078104e-68,10,Tespa1
1.65300775996218e-71,1.68185515835654,0.955,0.378,3.3131234532922e-67,10,Emb
1.32094536350832e-70,2.52018495512994,0.884,0.362,2.64757079207973e-66,10,Rgs2
3.25849646975105e-70,1.90372552266391,0.961,0.45,6.53100447432202e-66,10,Fxyd5
9.53153472444831e-70,1.40743091387388,0.574,0.116,1.91040550482117e-65,10,Nfkbid
1.78824524892738e-66,1.67448528900596,0.729,0.248,3.58417995242514e-62,10,Ahcyl2
1.03896305117931e-64,1.97775324120904,0.981,0.705,2.08239364347869e-60,10,Pim1
1.03625983336883e-63,3.13610375996007,0.929,0.635,2.07697558402114e-59,10,Gadd45b
1.97198590322776e-63,1.65868008931036,0.923,0.414,3.9524513458394e-59,10,Tnfaip3
1.20327013409478e-59,1.41061211758854,0.574,0.144,2.41171432976617e-55,10,Ptpn13
3.91048112147701e-59,1.79070710627232,0.697,0.193,7.83777731177637e-55,10,Rgs1
1.37397165726354e-56,1.41524769384841,0.574,0.156,2.75385139265331e-52,10,Mdfic
8.18556552712121e-56,2.45396545746505,0.865,0.489,1.6406328986009e-51,10,Rora
4.219413776427e-54,1.58415425763405,0.671,0.218,8.45697103209263e-50,10,Pxdc1
4.83894807117862e-53,1.49485355097872,0.677,0.201,9.69870361906331e-49,10,Ltb
2.14714925850045e-52,1.94870766971684,0.787,0.39,4.30353125881245e-48,10,Lmo4
4.74855489972534e-51,1.78658906327189,0.813,0.436,9.51752858551949e-47,10,Uhrf2
8.95160426591744e-51,1.57602176856497,0.89,0.505,1.79417004301783e-46,10,Fam107b
5.36742362828605e-49,1.4680191651687,0.961,0.733,1.07579271781737e-44,10,Sh3bgrl3
1.56112046312181e-45,1.57794424041501,0.89,0.639,3.12895374423504e-41,10,Nrip1
3.9602382502507e-45,1.65033885800882,0.865,0.523,7.93750552497747e-41,10,Bhlhe40
1.73962127779399e-44,1.88632646795606,0.8,0.4,3.48672292708249e-40,10,Id2
3.08526386784191e-40,1.59076881585937,0.465,0.134,6.18379437031554e-36,10,Hlf
9.29682716690248e-40,2.01595534631956,0.555,0.188,1.86336306906226e-35,10,Gm20186
7.20678470334118e-39,1.4039799261933,0.787,0.412,1.44445585809067e-34,10,Tmem176a
9.88796734573551e-36,1.49331793358159,0.903,0.73,1.98184529510577e-31,10,Prdx6
1.21631700135853e-30,1.72884609029292,0.755,0.474,2.4378641658229e-26,10,Nr4a1
2.29291397162536e-25,1.40973131363312,0.935,0.842,4.59568747332871e-21,10,Nfkbia
1.97873537575873e-23,1.56540988923616,0.652,0.35,3.96597931363323e-19,10,Areg
2.02083143817573e-16,1.70047301497091,0.626,0.41,4.05035245153562e-12,10,Hilpda
0,3.27288390004144,0.987,0.039,0,11,Fndc1
0,3.17771897227761,0.921,0.008,0,11,Smpd3
0,2.56710729067325,0.671,0.002,0,11,Mrgprg
0,2.18909170810074,0.724,0.013,0,11,Il33
2.30202054311215e-289,2.18310485686932,0.803,0.026,4.61393977455968e-285,11,Tmem100
1.27110713411737e-243,2.2399910284334,0.816,0.034,2.54768002891144e-239,11,Pcsk6
1.16979503672872e-173,2.17624012900153,0.855,0.058,2.34462019211537e-169,11,Thbd
6.38941961034023e-169,3.19204568595824,0.974,0.089,1.28063137250049e-164,11,Sema3c
2.70273145466693e-156,3.02440487558291,0.974,0.094,5.41708465458893e-152,11,Pcolce2
1.01573310446385e-143,2.54844185168675,0.974,0.104,2.0358338612769e-139,11,Dpp4
7.81331270735156e-143,2.33521182371704,0.829,0.069,1.56602226593447e-138,11,Daglb
8.90073849509391e-135,3.23576039656018,0.961,0.111,1.78397501657167e-130,11,Ackr3
6.80960769716117e-133,2.22885767372056,0.961,0.1,1.36484967074201e-128,11,Aspn
1.10357916963865e-130,2.75797157558001,0.974,0.118,2.21190372970675e-126,11,Cd248
1.97329975201028e-124,3.19879691464448,1,0.128,3.95508469295421e-120,11,Ly6c1
1.03352820527558e-120,3.64144347796952,1,0.148,2.07150058183384e-116,11,Anxa3
7.17243673379605e-107,3.33379271318759,1,0.166,1.43757149455474e-102,11,Col14a1
4.99227862953199e-105,4.75301099977389,1,0.175,1.0006024057171e-100,11,Pi16
8.63321677802555e-100,2.13544092994215,0.947,0.15,1.73035563881966e-95,11,Qpct
4.02779630994761e-91,2.73100373988492,0.961,0.158,8.07291214402799e-87,11,Ogn
2.22849316445896e-89,4.39838541826541,1,0.222,4.46656884952509e-85,11,C3
9.03412076216475e-83,3.01123721004941,1,0.215,1.81070882436068e-78,11,Clec3b
1.95340006433525e-81,3.10518801016406,1,0.226,3.91519974894713e-77,11,Dpt
5.93686912230477e-81,2.67016659198777,1,0.234,1.18992667818354e-76,11,Cd34
1.2929279889968e-80,3.68966972583397,0.908,0.159,2.5914155683463e-76,11,Ptx3
1.73671797466192e-78,2.54827824970799,0.947,0.197,3.48090383661489e-74,11,Prss23
2.85100740570511e-76,2.20663691561798,1,0.208,5.71427414325476e-72,11,Timp3
8.70687693009561e-76,3.42772029133372,1,0.272,1.74511934309906e-71,11,Fbn1
5.31503887704107e-75,3.90294836181258,1,0.284,1.06529324212534e-70,11,Ly6a
1.16521934475094e-74,2.60574779061928,0.987,0.229,2.33544913268431e-70,11,Efemp1
8.3166252997419e-74,2.36384451534672,0.987,0.237,1.66690120882727e-69,11,Axl
1.16419612074441e-71,2.38171989254992,0.921,0.204,2.33339828480803e-67,11,Gas7
2.67506794286647e-69,2.39128073519711,1,0.247,5.36163867788727e-65,11,Tnxb
8.93489157560356e-67,2.84303205945903,1,0.307,1.79082031849822e-62,11,Fstl1
2.24199247773659e-66,3.5580436257685,1,0.323,4.49362552312745e-62,11,Fn1
1.01251985039516e-64,2.74514260149912,1,0.281,2.02939353614703e-60,11,Igfbp6
2.40208958598157e-63,2.40964458431156,0.974,0.232,4.81450815718286e-59,11,Eln
7.54545257104256e-60,2.24963100730684,1,0.281,1.51233505881406e-55,11,Serping1
7.34025777858812e-55,2.46778372583057,0.987,0.277,1.47120786656242e-50,11,Mfap5
1.47904670685986e-54,2.4570301686058,1,0.343,2.96445331455922e-50,11,Plpp3
2.12134882972746e-54,2.23341430005542,1,0.313,4.25181945942275e-50,11,Nid1
7.18495226891821e-53,2.28806568885834,0.921,0.298,1.44007998325928e-48,11,Cd55
1.0427178587636e-51,3.00144841739689,1,0.588,2.08991940431989e-47,11,Timp2
2.03787463365685e-51,2.17552646814555,0.987,0.352,4.08451212823843e-47,11,Ecm1
3.16728617153293e-50,3.74879624239414,0.908,0.3,6.34819167360346e-46,11,Igfbp5
2.40742729216869e-47,2.5603518465704,1,0.575,4.8252065216937e-43,11,Marcks
6.54354705763344e-44,2.45842450166772,0.947,0.362,1.31152313676147e-39,11,Ugdh
2.66089130234839e-41,2.40751014945783,1,0.67,5.33322443729688e-37,11,Gsn
5.91252807718446e-40,2.46417624061659,0.961,0.483,1.18504800251008e-35,11,Uap1
3.18863531913205e-38,2.81118050367588,0.789,0.249,6.39098177013637e-34,11,Has1
0,4.82670142970687,0.947,0.025,0,12,Gzma
0,2.72865088370082,0.76,0.007,0,12,Klra4
0,2.68089433748089,0.827,0.011,0,12,Eomes
0,2.21687006005529,0.72,0.014,0,12,Klre1
9.17361027187032e-271,3.60499267469616,0.933,0.042,1.83866670679097e-266,12,Prf1
2.06556890345726e-228,2.10844812512346,0.307,0.003,4.14001975319938e-224,12,Serpinb9b
7.82749011055676e-208,2.05432264384032,0.707,0.029,1.56886384285889e-203,12,Klra1
7.47122965040837e-189,2.19073170795989,0.747,0.038,1.49745855883135e-184,12,Il18rap
8.25999948586242e-182,1.67932703488567,0.453,0.012,1.6555516969514e-177,12,Klra9
3.56638583717356e-175,1.90841917827561,0.533,0.019,7.14810713344697e-171,12,Klra8
2.35872628036445e-162,2.13539208972822,0.453,0.014,4.72759508373447e-158,12,Klra7
8.9410472553475e-162,1.6495327318261,0.547,0.022,1.7920541013893e-157,12,Ncr1
1.38472212427843e-159,2.30060012177068,0.773,0.048,2.77539855369125e-155,12,Klrk1
4.16392219382774e-138,3.52156675705484,1,0.114,8.34574925308894e-134,12,Nkg7
3.04850442250078e-136,2.23117928772459,0.733,0.05,6.11011741401832e-132,12,Gzmb
5.26488838877632e-117,3.83101046632378,0.987,0.141,1.05524157976244e-112,12,Irf8
2.10386443514713e-99,2.56616930226055,0.787,0.089,4.2167754873654e-95,12,Serpinb6b
2.54364291789093e-98,1.98037874218289,0.693,0.067,5.09822350032879e-94,12,Klrd1
6.93051746396278e-98,2.77797475398713,1,0.162,1.38908361530206e-93,12,Il2rb
1.98320403052347e-96,4.39123368781446,1,0.183,3.97493583837819e-92,12,Ccl5
1.85114986708356e-91,2.89890746017617,0.96,0.167,3.71025967859558e-87,12,Serpinb9
1.03472837940936e-87,2.89777688568141,1,0.179,2.07390609085019e-83,12,Tyrobp
4.9233374511425e-84,1.81562267708223,0.8,0.101,9.86784525332491e-80,12,Ctsw
4.06649143742061e-83,2.43363601855574,0.96,0.158,8.15046878802212e-79,12,Fcer1g
8.42896480635701e-73,1.77506588318134,0.667,0.087,1.68941741613814e-68,12,Pde2a
3.0808964956187e-68,1.58959792233374,0.413,0.032,6.17504084616857e-64,12,Klrb1b
6.92784859720365e-68,2.12424184972044,0.733,0.111,1.38854869433753e-63,12,Ccr5
1.1254848266914e-67,2.41342030785416,0.613,0.072,2.25580923813757e-63,12,Xcl1
7.19948704109887e-66,2.15315146189294,0.8,0.145,1.44299318764745e-61,12,Sh2d2a
9.13519792939512e-63,2.22136834307541,0.827,0.149,1.83096772098866e-58,12,Ctla2a
7.75383854290232e-53,1.98092589014816,0.907,0.222,1.55410185915391e-48,12,Txk
2.86423258668917e-52,2.76718963363662,0.973,0.435,5.7407813735011e-48,12,Ugcg
1.27217942131383e-51,3.57550420480055,0.987,0.445,2.54982921413931e-47,12,AW112010
6.22119051661169e-49,1.88788002198448,0.867,0.22,1.24691321524448e-44,12,Ptpn22
6.40410832701901e-49,2.11915212356904,0.88,0.217,1.28357543198442e-44,12,Ms4a4b
3.54501360629028e-48,2.20689127285517,0.907,0.284,7.1052707710876e-44,12,Nr4a2
4.3815755041196e-48,1.83310736649494,0.693,0.142,8.78199178290691e-44,12,Gimap5
1.66628979899759e-47,1.61167045263402,0.707,0.15,3.33974464413086e-43,12,Itgb2
1.97923727758046e-45,2.06574010532361,1,0.445,3.96698527545452e-41,12,Ptprc
4.7923929924178e-45,1.6441407634494,0.68,0.139,9.60539327470299e-41,12,Itga4
7.9231775151523e-44,2.52001829602547,1,0.576,1.58804246936198e-39,12,Ifngr1
2.23004292345061e-42,1.68087004448855,0.627,0.128,4.46967503147206e-38,12,Gm45716
1.83697003581046e-41,1.73759840434632,0.853,0.253,3.6818390427749e-37,12,Selplg
1.13416390264371e-34,1.78422390042011,0.947,0.441,2.27320471006878e-30,12,Dennd4a
1.95565522687285e-34,1.64470688530365,0.387,0.054,3.91971977122125e-30,12,Ccl3
2.95802339044346e-32,1.63665895130398,0.72,0.224,5.92876628146583e-28,12,Adgre5
4.29285920289238e-31,1.65765191157996,0.987,0.433,8.60417770035719e-27,12,Cd52
1.16684334712497e-30,1.9527596930203,0.867,0.484,2.33870412064258e-26,12,Pik3r1
3.03365096956748e-27,1.66280871305357,0.907,0.458,6.08034663830411e-23,12,Fxyd5
2.23092386592728e-22,1.65566226947197,0.8,0.406,4.47144070447805e-18,12,Id2
0,2.95384674578823,0.864,0.021,0,13,Hist1h1b
0,2.19845630515169,0.932,0.025,0,13,Birc5
0,2.08792797282852,0.814,0.017,0,13,Hist1h2ap
0,1.67205908878209,0.847,0.019,0,13,Cdca8
0,1.59377074150916,0.949,0.014,0,13,Nusap1
0,1.42341226180705,0.864,0.012,0,13,Cdk1
0,1.36112003516386,0.746,0.014,0,13,Rrm2
2.26818405917346e-306,1.57940151427035,0.864,0.022,4.54612130980136e-302,13,Cdca3
3.13665166329804e-302,1.49294606503422,0.898,0.025,6.28679092874827e-298,13,Spc24
1.56062464568193e-283,2.99344753771992,0.983,0.035,3.12795997734029e-279,13,Pclaf
5.23127519383942e-273,2.22824107724518,0.831,0.024,1.04850448710124e-268,13,Hist1h2ae
1.44054314330067e-269,2.25735822038902,0.932,0.032,2.88728062211753e-265,13,Ube2c
4.205117098787e-255,1.37540950464218,0.746,0.02,8.42831620109879e-251,13,Ccnb2
1.10940531078114e-234,2.76667658380404,0.966,0.043,2.22358106439864e-230,13,Top2a
2.32477065029395e-220,1.449704726736,0.763,0.026,4.65953781438416e-216,13,Prc1
2.43797112506102e-188,2.64589369344955,0.966,0.056,4.88642552595979e-184,13,Mki67
1.22697340059847e-175,1.5722873917215,0.746,0.032,2.45922278681951e-171,13,Cenpf
7.30104309464537e-161,1.73167260297387,0.983,0.068,1.46334806745977e-156,13,Smc2
4.57979555574094e-115,1.30576308858007,0.797,0.062,9.17928423237156e-111,13,Tyms
2.34729120651455e-88,3.44127171600365,1,0.164,4.70467576521712e-84,13,Stmn1
1.84943279021272e-84,1.32055473259979,0.78,0.082,3.70681814142334e-80,13,Lig1
5.2588480258107e-65,1.85514214777361,0.915,0.162,1.05403090981324e-60,13,H2afx
3.25918167159432e-57,1.68929228509378,0.864,0.159,6.53237782437649e-53,13,Dut
7.92707412764896e-54,1.58687486743801,1,0.251,1.58882346740468e-49,13,Tmpo
2.94675670756427e-49,1.56906240496968,0.915,0.202,5.90618446897106e-45,13,Cks2
1.21970538285197e-48,1.56269640624576,0.932,0.204,2.4446554988502e-44,13,Lmnb1
2.56513715994018e-47,1.45491164640789,0.915,0.221,5.1413044096681e-43,13,Cks1b
6.14990944392158e-44,1.74705325282204,1,0.348,1.2326263498452e-39,13,Hmgn2
9.78422178081404e-44,2.90057201413708,1,0.512,1.96105157152856e-39,13,Tubb5
4.90824292292378e-43,1.81222381417824,0.797,0.184,9.83759129041614e-39,13,Hist1h1e
5.34266519207202e-43,1.51807866117728,0.983,0.265,1.070830384447e-38,13,Smc4
2.15258950934178e-42,2.3740659770369,0.983,0.393,4.31443515357373e-38,13,Tuba1b
6.66386772375891e-39,2.91663167981445,1,0.652,1.335639007873e-34,13,Hmgb2
2.80405945104495e-38,1.40749212686489,0.932,0.276,5.62017635772939e-34,13,Selenoh
1.03967536007883e-34,1.87501034898541,0.966,0.548,2.083821324206e-30,13,H2afv
6.48127898586719e-34,2.10941961597545,1,0.853,1.29904274713736e-29,13,H2afz
1.068951073914e-32,1.67414591219038,1,0.688,2.14249863744584e-28,13,Ran
4.03508186899548e-32,1.52252779966895,1,0.996,8.08751459002765e-28,13,Ptma
3.17026323144539e-31,1.69255074537037,1,0.877,6.35415859478599e-27,13,Hmgb1
1.63533878036404e-30,1.49033324678028,1,0.658,3.27770951748364e-26,13,Anp32b
1.76260307473656e-30,1.32898807859584,1,0.42,3.53278534269449e-26,13,Anp32e
2.54281195337805e-30,1.46901220438285,1,0.666,5.09655799815563e-26,13,Nucks1
1.20479249108298e-28,1.32342145370411,1,0.98,2.41476558987761e-24,13,Ppia
6.68806023518326e-28,1.3084520207642,0.983,0.649,1.34048791293778e-23,13,Snrpe
1.20778197820022e-26,1.58814491136615,1,0.582,2.4207574189067e-22,13,Dek
1.09363448434763e-22,1.48553014335864,0.949,0.517,2.19197159697796e-18,13,Tubb4b
5.60153979649776e-22,1.33753314842805,0.915,0.547,1.12271662141205e-17,13,Ranbp1
3.12226337395736e-21,1.32662495901981,0.881,0.373,6.25795248042273e-17,13,Pcna
1.62574729679286e-13,1.41780180239164,0.915,0.573,3.25848530696193e-09,13,Arl6ip1
2.37048386149496e-05,1.41329340695266,0.458,0.235,0.475116080359435,13,S100a4
0,4.87695440634737,0.851,0.012,0,14,Ccl22
